row_id	conversation_id	utterance_id	context	target	emotion 
7917	1094	6	> Ben: `That is a good one .` > Rachel: `Yeah ? You like that one ?` > Ben: `Yeah , you are funny .` > Rachel: `I am funny ?`	I am funny ?	surprise
7918	1094	7	> Rachel: `Yeah ? You like that one ?` > Ben: `Yeah , you are funny .` > Rachel: `I am funny ?` > Rachel: `Oh thank God !`	Oh thank God !	joy
7919	1094	8	> Ben: `Yeah , you are funny .` > Rachel: `I am funny ?` > Rachel: `Oh thank God !` > Rachel: `Well hey , I have got a ton of these !`	Well hey , I have got a ton of these !	joy
7920	1094	9	> Rachel: `I am funny ?` > Rachel: `Oh thank God !` > Rachel: `Well hey , I have got a ton of these !` > Rachel: `Umm , you uh , you take a quarter , take a quarter and , and you blacken the edge .`	Umm , you uh , you take a quarter , take a quarter and , and you blacken the edge .	neutral
7921	1094	10	> Rachel: `Oh thank God !` > Rachel: `Well hey , I have got a ton of these !` > Rachel: `Umm , you uh , you take a quarter , take a quarter and , and you blacken the edge .` > Rachel: `Right ?`	Right ?	neutral
7922	1094	11	> Rachel: `Well hey , I have got a ton of these !` > Rachel: `Umm , you uh , you take a quarter , take a quarter and , and you blacken the edge .` > Rachel: `Right ?` > Rachel: `And then you say to person , I bet you can not roll this quarter from your forehead to your chin without it leaving your face .`	And then you say to person , I bet you can not roll this quarter from your forehead to your chin without it leaving your face .	neutral
7923	1094	12	> Rachel: `Umm , you uh , you take a quarter , take a quarter and , and you blacken the edge .` > Rachel: `Right ?` > Rachel: `And then you say to person , I bet you can not roll this quarter from your forehead to your chin without it leaving your face .` > Rachel: `And then when they do it , they are left with a big black pencil line right down the center of their face .`	And then when they do it , they are left with a big black pencil line right down the center of their face .	joy
7924	1094	13	> Rachel: `Right ?` > Rachel: `And then you say to person , I bet you can not roll this quarter from your forehead to your chin without it leaving your face .` > Rachel: `And then when they do it , they are left with a big black pencil line right down the center of their face .` > Ben: `Can I do it to you ?`	Can I do it to you ?	joy
7925	1094	14	> Rachel: `And then you say to person , I bet you can not roll this quarter from your forehead to your chin without it leaving your face .` > Rachel: `And then when they do it , they are left with a big black pencil line right down the center of their face .` > Ben: `Can I do it to you ?` > Rachel: `Yeah , I ... I ... I ... I am funny Ben , but I am not stupid . Okay ?`	Yeah , I ... I ... I ... I am funny Ben , but I am not stupid . Okay ?	neutral
7926	1095	1	> Joey: `So , did you uh , find anyone to marry you guys yet ?`	So , did you uh , find anyone to marry you guys yet ?	neutral
7927	1095	2	> Joey: `So , did you uh , find anyone to marry you guys yet ?` > Chandler: `No , but Horny for Monica Minister called , wanting to know if we were still together .`	No , but Horny for Monica Minister called , wanting to know if we were still together .	disgust
7928	1095	3	> Joey: `So , did you uh , find anyone to marry you guys yet ?` > Chandler: `No , but Horny for Monica Minister called , wanting to know if we were still together .` > Monica: `We are never gonna find anybody .`	We are never gonna find anybody .	sadness
7929	1095	4	> Joey: `So , did you uh , find anyone to marry you guys yet ?` > Chandler: `No , but Horny for Monica Minister called , wanting to know if we were still together .` > Monica: `We are never gonna find anybody .` > Joey: `Well then let me do it !`	Well then let me do it !	joy
7930	1095	5	> Chandler: `No , but Horny for Monica Minister called , wanting to know if we were still together .` > Monica: `We are never gonna find anybody .` > Joey: `Well then let me do it !` > Chandler: `Joe`	Joe	neutral
7931	1095	6	> Monica: `We are never gonna find anybody .` > Joey: `Well then let me do it !` > Chandler: `Joe` > Joey: `No ... no ... no !`	No ... no ... no !	neutral
7932	1095	7	> Joey: `Well then let me do it !` > Chandler: `Joe` > Joey: `No ... no ... no !` > Joey: `Look , I have been thinking about it .`	Look , I have been thinking about it .	neutral
7933	1095	8	> Chandler: `Joe` > Joey: `No ... no ... no !` > Joey: `Look , I have been thinking about it .` > Joey: `I am an actor right ?`	I am an actor right ?	neutral
7934	1095	9	> Joey: `No ... no ... no !` > Joey: `Look , I have been thinking about it .` > Joey: `I am an actor right ?` > Joey: `So I will not get nervous talking in front of people .`	So I will not get nervous talking in front of people .	neutral
7935	1095	10	> Joey: `Look , I have been thinking about it .` > Joey: `I am an actor right ?` > Joey: `So I will not get nervous talking in front of people .` > Joey: `I will not spit , and I will not stare at Monica breasts !`	I will not spit , and I will not stare at Monica breasts !	neutral
7936	1095	11	> Joey: `I am an actor right ?` > Joey: `So I will not get nervous talking in front of people .` > Joey: `I will not spit , and I will not stare at Monica breasts !` > Joey: `Everyone knows I am an ass man !`	Everyone knows I am an ass man !	neutral
7937	1095	12	> Joey: `So I will not get nervous talking in front of people .` > Joey: `I will not spit , and I will not stare at Monica breasts !` > Joey: `Everyone knows I am an ass man !` > Monica: `That is true .`	That is true .	neutral
7938	1095	13	> Joey: `I will not spit , and I will not stare at Monica breasts !` > Joey: `Everyone knows I am an ass man !` > Monica: `That is true .` > Joey: `Yeah and the most important thing is that it will not be some like , stranger up there who barely knows you .`	Yeah and the most important thing is that it will not be some like , stranger up there who barely knows you .	neutral
7939	1095	14	> Joey: `Everyone knows I am an ass man !` > Monica: `That is true .` > Joey: `Yeah and the most important thing is that it will not be some like , stranger up there who barely knows you .` > Joey: `It will be me !`	It will be me !	joy
7940	1095	15	> Monica: `That is true .` > Joey: `Yeah and the most important thing is that it will not be some like , stranger up there who barely knows you .` > Joey: `It will be me !` > Joey: `And I swear I will do a really good job .`	And I swear I will do a really good job .	joy
7941	1095	16	> Joey: `Yeah and the most important thing is that it will not be some like , stranger up there who barely knows you .` > Joey: `It will be me !` > Joey: `And I swear I will do a really good job .` > Joey: `Plus , you know I love you guys and ... and it would really mean a lot to me .`	Plus , you know I love you guys and ... and it would really mean a lot to me .	joy
7942	1095	17	> Joey: `It will be me !` > Joey: `And I swear I will do a really good job .` > Joey: `Plus , you know I love you guys and ... and it would really mean a lot to me .` > Monica: `It might be kinda cool .`	It might be kinda cool .	joy
7943	1095	18	> Joey: `And I swear I will do a really good job .` > Joey: `Plus , you know I love you guys and ... and it would really mean a lot to me .` > Monica: `It might be kinda cool .` > Joey: `So I can do it ?`	So I can do it ?	joy
7944	1096	1	> Rachel: `Coming .`	Coming .	neutral
7945	1096	2	> Rachel: `Coming .` > Ross: `I have a bone to pick with you .`	I have a bone to pick with you .	anger
7946	1096	3	> Rachel: `Coming .` > Ross: `I have a bone to pick with you .` > Rachel: `Uh ... oh .`	Uh ... oh .	fear
7947	1096	4	> Rachel: `Coming .` > Ross: `I have a bone to pick with you .` > Rachel: `Uh ... oh .` > Ross: `Yes ! Ben learned a little trick .`	Yes ! Ben learned a little trick .	anger
7948	1096	5	> Ross: `I have a bone to pick with you .` > Rachel: `Uh ... oh .` > Ross: `Yes ! Ben learned a little trick .` > Rachel: `Oh yeah ? Did he pull the old`	Oh yeah ? Did he pull the old	joy
7949	1096	6	> Rachel: `Uh ... oh .` > Ross: `Yes ! Ben learned a little trick .` > Rachel: `Oh yeah ? Did he pull the old` > Ross: `That is right ! That is right !`	That is right ! That is right !	anger
7950	1096	7	> Ross: `Yes ! Ben learned a little trick .` > Rachel: `Oh yeah ? Did he pull the old` > Ross: `That is right ! That is right !` > Rachel: `Oh that .`	Oh that .	surprise
7951	1096	8	> Rachel: `Oh yeah ? Did he pull the old` > Ross: `That is right ! That is right !` > Rachel: `Oh that .` > Ross: `Yeah that ! You know I hate practical jokes ! They are mean and they are stupid and ... and I do not want my son learning them !`	Yeah that ! You know I hate practical jokes ! They are mean and they are stupid and ... and I do not want my son learning them !	anger
7952	1097	1	> Ben: `Oh damnit !`	Oh damnit !	disgust
7953	1097	2	> Ben: `Oh damnit !` > Rachel: `No ! Do not say that ! Do not say that !`	No ! Do not say that ! Do not say that !	fear
7954	1097	3	> Ben: `Oh damnit !` > Rachel: `No ! Do not say that ! Do not say that !` > Ben: `Damn it !`	Damn it !	joy
7955	1097	4	> Ben: `Oh damnit !` > Rachel: `No ! Do not say that ! Do not say that !` > Ben: `Damn it !` > Rachel: `No do not ! Go back to repeating !`	No do not ! Go back to repeating !	fear
7956	1097	5	> Rachel: `No ! Do not say that ! Do not say that !` > Ben: `Damn it !` > Rachel: `No do not ! Go back to repeating !` > Ben: `Damn it !`	Damn it !	joy
7957	1097	6	> Ben: `Damn it !` > Rachel: `No do not ! Go back to repeating !` > Ben: `Damn it !` > Rachel: `Oh crap !`	Oh crap !	anger
7958	1097	7	> Rachel: `No do not ! Go back to repeating !` > Ben: `Damn it !` > Rachel: `Oh crap !` > Ben: `Oh crap !`	Oh crap !	joy
7959	1098	1	> Rachel: `Fine , but I will have you know that once I taught him that stuff he called me Fun Aunt Rachel .`	Fine , but I will have you know that once I taught him that stuff he called me Fun Aunt Rachel .	anger
7960	1098	2	> Rachel: `Fine , but I will have you know that once I taught him that stuff he called me Fun Aunt Rachel .` > Rachel: `And I loved being Fun Aunt Rachel .`	And I loved being Fun Aunt Rachel .	anger
7961	1098	3	> Rachel: `Fine , but I will have you know that once I taught him that stuff he called me Fun Aunt Rachel .` > Rachel: `And I loved being Fun Aunt Rachel .` > Ross: `I am glad you guys were bonding but I`	I am glad you guys were bonding but I	neutral
7962	1098	4	> Rachel: `Fine , but I will have you know that once I taught him that stuff he called me Fun Aunt Rachel .` > Rachel: `And I loved being Fun Aunt Rachel .` > Ross: `I am glad you guys were bonding but I` > Rachel: `Look he does not have any brothers or sisters , somebody gonna have to teach him this stuff !`	Look he does not have any brothers or sisters , somebody gonna have to teach him this stuff !	sadness
7963	1098	5	> Rachel: `And I loved being Fun Aunt Rachel .` > Ross: `I am glad you guys were bonding but I` > Rachel: `Look he does not have any brothers or sisters , somebody gonna have to teach him this stuff !` > Rachel: `And I have not taught him anything that a normal 6 ... year ... old does not know anyway !`	And I have not taught him anything that a normal 6 ... year ... old does not know anyway !	anger
7964	1098	6	> Ross: `I am glad you guys were bonding but I` > Rachel: `Look he does not have any brothers or sisters , somebody gonna have to teach him this stuff !` > Rachel: `And I have not taught him anything that a normal 6 ... year ... old does not know anyway !` > Ben: `Crap ! !`	Crap ! !	anger
7965	1098	7	> Rachel: `Look he does not have any brothers or sisters , somebody gonna have to teach him this stuff !` > Rachel: `And I have not taught him anything that a normal 6 ... year ... old does not know anyway !` > Ben: `Crap ! !` > Rachel: `I gotta go !`	I gotta go !	neutral
7966	1099	1	> Joey: `Hey !`	Hey !	joy
7967	1099	2	> Joey: `Hey !` > Monica: `Hey ... hey .`	Hey ... hey .	neutral
7968	1099	3	> Joey: `Hey !` > Monica: `Hey ... hey .` > Joey: `So are guys doing okay ?`	So are guys doing okay ?	neutral
7969	1099	4	> Joey: `Hey !` > Monica: `Hey ... hey .` > Joey: `So are guys doing okay ?` > Chandler: `Yeah , we talked and Monica made me see that I over reacted a little bit and some things in life are more important .`	Yeah , we talked and Monica made me see that I over reacted a little bit and some things in life are more important .	neutral
7970	1101	1	> Monica: `Honey ! Dinner ready !`	Honey ! Dinner ready !	joy
7971	1101	2	> Monica: `Honey ! Dinner ready !` > Joey: `What my little chef got for me tonight ?`	What my little chef got for me tonight ?	joy
7972	1101	3	> Monica: `Honey ! Dinner ready !` > Joey: `What my little chef got for me tonight ?` > Monica: `Your favorite !`	Your favorite !	joy
7973	1101	4	> Monica: `Honey ! Dinner ready !` > Joey: `What my little chef got for me tonight ?` > Monica: `Your favorite !` > Joey: `Ho ... ho ... ho , fried stuff with cheese !`	Ho ... ho ... ho , fried stuff with cheese !	joy
7974	1101	5	> Joey: `What my little chef got for me tonight ?` > Monica: `Your favorite !` > Joey: `Ho ... ho ... ho , fried stuff with cheese !` > Monica: `Yep ! And lot of it !`	Yep ! And lot of it !	joy
7975	1101	6	> Monica: `Your favorite !` > Joey: `Ho ... ho ... ho , fried stuff with cheese !` > Monica: `Yep ! And lot of it !` > Joey: `Thanks sweetheart . Give me a little sugar here . Okay .`	Thanks sweetheart . Give me a little sugar here . Okay .	joy
7976	1101	7	> Joey: `Ho ... ho ... ho , fried stuff with cheese !` > Monica: `Yep ! And lot of it !` > Joey: `Thanks sweetheart . Give me a little sugar here . Okay .` > Monica: `Okay , in we go .`	Okay , in we go .	neutral
7977	1101	8	> Monica: `Yep ! And lot of it !` > Joey: `Thanks sweetheart . Give me a little sugar here . Okay .` > Monica: `Okay , in we go .` > Joey: `Here we go ! Here we go ! Here we go ! How you doing ?`	Here we go ! Here we go ! Here we go ! How you doing ?	joy
7978	1102	1	> Monica: `Yeah ! So ... so when are you getting married ?`	Yeah ! So ... so when are you getting married ?	joy
7979	1102	2	> Monica: `Yeah ! So ... so when are you getting married ?` > Megan: `Oh I am not , I just like to try these on .`	Oh I am not , I just like to try these on .	neutral
7980	1102	3	> Monica: `Yeah ! So ... so when are you getting married ?` > Megan: `Oh I am not , I just like to try these on .` > Rachel: `I do the same thing .`	I do the same thing .	joy
7981	1102	4	> Monica: `Yeah ! So ... so when are you getting married ?` > Megan: `Oh I am not , I just like to try these on .` > Rachel: `I do the same thing .` > Megan: `I am just kidding . I am getting married July 25`	I am just kidding . I am getting married July 25	neutral
7982	1102	5	> Megan: `Oh I am not , I just like to try these on .` > Rachel: `I do the same thing .` > Megan: `I am just kidding . I am getting married July 25` > Rachel: `I am just kidding too . I am getting married in December .`	I am just kidding too . I am getting married in December .	joy
7983	1102	6	> Rachel: `I do the same thing .` > Megan: `I am just kidding . I am getting married July 25` > Rachel: `I am just kidding too . I am getting married in December .` > Megan: `So when are you getting married ?`	So when are you getting married ?	neutral
7984	1102	7	> Megan: `I am just kidding . I am getting married July 25` > Rachel: `I am just kidding too . I am getting married in December .` > Megan: `So when are you getting married ?` > Monica: `Oh , May 15 .`	Oh , May 15 .	neutral
7985	1102	8	> Rachel: `I am just kidding too . I am getting married in December .` > Megan: `So when are you getting married ?` > Monica: `Oh , May 15 .` > Megan: `Oooh , it is getting close !`	Oooh , it is getting close !	joy
7986	1102	9	> Megan: `So when are you getting married ?` > Monica: `Oh , May 15 .` > Megan: `Oooh , it is getting close !` > Megan: `So uh , who your photographer ?`	So uh , who your photographer ?	neutral
7987	1102	10	> Monica: `Oh , May 15 .` > Megan: `Oooh , it is getting close !` > Megan: `So uh , who your photographer ?` > Monica: `Jeffrey`	Jeffrey	neutral
7988	1102	11	> Megan: `Oooh , it is getting close !` > Megan: `So uh , who your photographer ?` > Monica: `Jeffrey` > Megan: `We met with him . Did he show you the photos of the nude wedding he did ?`	We met with him . Did he show you the photos of the nude wedding he did ?	neutral
7989	1102	12	> Megan: `So uh , who your photographer ?` > Monica: `Jeffrey` > Megan: `We met with him . Did he show you the photos of the nude wedding he did ?` > Monica: `The best man ? Wow !`	The best man ? Wow !	surprise
7990	1102	13	> Monica: `Jeffrey` > Megan: `We met with him . Did he show you the photos of the nude wedding he did ?` > Monica: `The best man ? Wow !` > Megan: `I know ! I almost called off my wedding . Oh , who your band ? !`	I know ! I almost called off my wedding . Oh , who your band ? !	joy
7991	1102	14	> Megan: `We met with him . Did he show you the photos of the nude wedding he did ?` > Monica: `The best man ? Wow !` > Megan: `I know ! I almost called off my wedding . Oh , who your band ? !` > Monica: `Oh , my fiancee wants the Swing Kings .`	Oh , my fiancee wants the Swing Kings .	neutral
7992	1102	15	> Monica: `The best man ? Wow !` > Megan: `I know ! I almost called off my wedding . Oh , who your band ? !` > Monica: `Oh , my fiancee wants the Swing Kings .` > Megan: `Oh , you are so lucky . My fiancee wants the heavy metal band Carcass .`	Oh , you are so lucky . My fiancee wants the heavy metal band Carcass .	sadness
7993	1102	16	> Megan: `I know ! I almost called off my wedding . Oh , who your band ? !` > Monica: `Oh , my fiancee wants the Swing Kings .` > Megan: `Oh , you are so lucky . My fiancee wants the heavy metal band Carcass .` > Phoebe: `Ooh , is that spelled with a C or a K ? Oh my God ! It does not matter ; they are both great !`	Ooh , is that spelled with a C or a K ? Oh my God ! It does not matter ; they are both great !	joy
7994	1102	17	> Monica: `Oh , my fiancee wants the Swing Kings .` > Megan: `Oh , you are so lucky . My fiancee wants the heavy metal band Carcass .` > Phoebe: `Ooh , is that spelled with a C or a K ? Oh my God ! It does not matter ; they are both great !` > Rachel: `Oh you know what ?`	Oh you know what ?	neutral
7995	1102	18	> Megan: `Oh , you are so lucky . My fiancee wants the heavy metal band Carcass .` > Phoebe: `Ooh , is that spelled with a C or a K ? Oh my God ! It does not matter ; they are both great !` > Rachel: `Oh you know what ?` > Rachel: `Now that you know what you want you should go to Kleinman and get it half off .`	Now that you know what you want you should go to Kleinman and get it half off .	neutral
7996	1102	19	> Phoebe: `Ooh , is that spelled with a C or a K ? Oh my God ! It does not matter ; they are both great !` > Rachel: `Oh you know what ?` > Rachel: `Now that you know what you want you should go to Kleinman and get it half off .` > Rachel: `This place is so overpriced .`	This place is so overpriced .	disgust
7997	1102	20	> Rachel: `Oh you know what ?` > Rachel: `Now that you know what you want you should go to Kleinman and get it half off .` > Rachel: `This place is so overpriced .` > Rachel: `So , does this come in another color or`	So , does this come in another color or	neutral
7998	1103	1	> Kristen: `Oh okay . But you know what ? Be careful . Because a guy who was helping me before had to leave because he hurt his back .`	Oh okay . But you know what ? Be careful . Because a guy who was helping me before had to leave because he hurt his back .	neutral
7999	1103	2	> Kristen: `Oh okay . But you know what ? Be careful . Because a guy who was helping me before had to leave because he hurt his back .` > Joey: `Boyfriend ?`	Boyfriend ?	surprise
8000	1103	3	> Kristen: `Oh okay . But you know what ? Be careful . Because a guy who was helping me before had to leave because he hurt his back .` > Joey: `Boyfriend ?` > Kristen: `No .`	No .	neutral
8001	1103	4	> Kristen: `Oh okay . But you know what ? Be careful . Because a guy who was helping me before had to leave because he hurt his back .` > Joey: `Boyfriend ?` > Kristen: `No .` > Joey: `I am Joey .`	I am Joey .	neutral
8002	1103	5	> Joey: `Boyfriend ?` > Kristen: `No .` > Joey: `I am Joey .` > Kristen: `Kristen .`	Kristen .	neutral
8003	1103	6	> Kristen: `No .` > Joey: `I am Joey .` > Kristen: `Kristen .` > Joey: `Oh wow , what a beautiful name ! What is it again ?`	Oh wow , what a beautiful name ! What is it again ?	joy
8004	1103	7	> Joey: `I am Joey .` > Kristen: `Kristen .` > Joey: `Oh wow , what a beautiful name ! What is it again ?` > Kristen: `Kristen .`	Kristen .	neutral
8005	1103	8	> Kristen: `Kristen .` > Joey: `Oh wow , what a beautiful name ! What is it again ?` > Kristen: `Kristen .` > Joey: `Got it ! So`	Got it ! So	neutral
8006	1103	9	> Joey: `Oh wow , what a beautiful name ! What is it again ?` > Kristen: `Kristen .` > Joey: `Got it ! So` > Kristen: `So uh , do you live around here ?`	So uh , do you live around here ?	neutral
8007	1103	10	> Kristen: `Kristen .` > Joey: `Got it ! So` > Kristen: `So uh , do you live around here ?` > Joey: `Yeah !`	Yeah !	neutral
8008	1103	11	> Joey: `Got it ! So` > Kristen: `So uh , do you live around here ?` > Joey: `Yeah !` > Joey: `Yeah !`	Yeah !	neutral
8009	1103	12	> Kristen: `So uh , do you live around here ?` > Joey: `Yeah !` > Joey: `Yeah !` > Joey: `Right down there .`	Right down there .	neutral
8010	1103	13	> Joey: `Yeah !` > Joey: `Yeah !` > Joey: `Right down there .` > Joey: `Hey listen ... let me give you a little tip .`	Hey listen ... let me give you a little tip .	neutral
8011	1103	14	> Joey: `Yeah !` > Joey: `Right down there .` > Joey: `Hey listen ... let me give you a little tip .` > Joey: `Do not take a nap on this stoop or you can wake up with your shoes gone .`	Do not take a nap on this stoop or you can wake up with your shoes gone .	neutral
8012	1103	15	> Joey: `Right down there .` > Joey: `Hey listen ... let me give you a little tip .` > Joey: `Do not take a nap on this stoop or you can wake up with your shoes gone .` > Kristen: `I will remember that .`	I will remember that .	neutral
8013	1103	16	> Joey: `Hey listen ... let me give you a little tip .` > Joey: `Do not take a nap on this stoop or you can wake up with your shoes gone .` > Kristen: `I will remember that .` > Joey: `Okay . Yeah . Listen would you uh , would you like to have dinner with me tonight ?`	Okay . Yeah . Listen would you uh , would you like to have dinner with me tonight ?	neutral
8014	1103	17	> Joey: `Do not take a nap on this stoop or you can wake up with your shoes gone .` > Kristen: `I will remember that .` > Joey: `Okay . Yeah . Listen would you uh , would you like to have dinner with me tonight ?` > Kristen: `Oh I , I have plans tonight .`	Oh I , I have plans tonight .	neutral
8015	1103	18	> Kristen: `I will remember that .` > Joey: `Okay . Yeah . Listen would you uh , would you like to have dinner with me tonight ?` > Kristen: `Oh I , I have plans tonight .` > Kristen: `But how about tomorrow ?`	But how about tomorrow ?	neutral
8016	1103	19	> Joey: `Okay . Yeah . Listen would you uh , would you like to have dinner with me tonight ?` > Kristen: `Oh I , I have plans tonight .` > Kristen: `But how about tomorrow ?` > Joey: `Sounds great ! Okay , alright , well where does this go ?`	Sounds great ! Okay , alright , well where does this go ?	joy
8017	1103	20	> Kristen: `Oh I , I have plans tonight .` > Kristen: `But how about tomorrow ?` > Joey: `Sounds great ! Okay , alright , well where does this go ?` > Kristen: `You look strong , why do not I take that and you grab one of the boxes .`	You look strong , why do not I take that and you grab one of the boxes .	neutral
8018	1103	21	> Kristen: `But how about tomorrow ?` > Joey: `Sounds great ! Okay , alright , well where does this go ?` > Kristen: `You look strong , why do not I take that and you grab one of the boxes .` > Joey: `Okay . Yeah . Yeah , I will grab this one .`	Okay . Yeah . Yeah , I will grab this one .	neutral
8019	1104	1	> Ross: `Well obviously only one of us can keep dating her .`	Well obviously only one of us can keep dating her .	neutral
8020	1104	2	> Ross: `Well obviously only one of us can keep dating her .` > Joey: `Obviously ! So , how do we decide ?`	Obviously ! So , how do we decide ?	neutral
8021	1104	3	> Ross: `Well obviously only one of us can keep dating her .` > Joey: `Obviously ! So , how do we decide ?` > Ross: `Well now let ... let look at this objectively , I think I should date her .`	Well now let ... let look at this objectively , I think I should date her .	neutral
8022	1104	4	> Ross: `Well obviously only one of us can keep dating her .` > Joey: `Obviously ! So , how do we decide ?` > Ross: `Well now let ... let look at this objectively , I think I should date her .` > Joey: `Uh ... huh . Uh ... huh .`	Uh ... huh . Uh ... huh .	disgust
8023	1104	5	> Joey: `Obviously ! So , how do we decide ?` > Ross: `Well now let ... let look at this objectively , I think I should date her .` > Joey: `Uh ... huh . Uh ... huh .` > Ross: `That is interesting , but check this out . I date her`	That is interesting , but check this out . I date her	neutral
8024	1104	6	> Ross: `Well now let ... let look at this objectively , I think I should date her .` > Joey: `Uh ... huh . Uh ... huh .` > Ross: `That is interesting , but check this out . I date her` > Joey: `Yeah ... yeah I like that but just to go in another direction`	Yeah ... yeah I like that but just to go in another direction	neutral
8025	1104	7	> Joey: `Uh ... huh . Uh ... huh .` > Ross: `That is interesting , but check this out . I date her` > Joey: `Yeah ... yeah I like that but just to go in another direction` > Ross: `Okay , okay . This can go on for a while .`	Okay , okay . This can go on for a while .	sadness
8026	1104	8	> Ross: `That is interesting , but check this out . I date her` > Joey: `Yeah ... yeah I like that but just to go in another direction` > Ross: `Okay , okay . This can go on for a while .` > Joey: `Yeah well we should order some food then .`	Yeah well we should order some food then .	neutral
8027	1104	9	> Joey: `Yeah ... yeah I like that but just to go in another direction` > Ross: `Okay , okay . This can go on for a while .` > Joey: `Yeah well we should order some food then .` > Ross: `No Joey ! Look why do not , why do not we just let her decide ? Okay ? Hey ... hey , we will each go out with her one more time . And ... and we＊ll see who she likes best .`	No Joey ! Look why do not , why do not we just let her decide ? Okay ? Hey ... hey , we will each go out with her one more time . And ... and we＊ll see who she likes best .	neutral
8028	1104	10	> Ross: `Okay , okay . This can go on for a while .` > Joey: `Yeah well we should order some food then .` > Ross: `No Joey ! Look why do not , why do not we just let her decide ? Okay ? Hey ... hey , we will each go out with her one more time . And ... and we＊ll see who she likes best .` > Joey: `That sounds fair .`	That sounds fair .	joy
8029	1104	11	> Joey: `Yeah well we should order some food then .` > Ross: `No Joey ! Look why do not , why do not we just let her decide ? Okay ? Hey ... hey , we will each go out with her one more time . And ... and we＊ll see who she likes best .` > Joey: `That sounds fair .` > Ross: `Maybe I will take her to that new French restaurant down the street`	Maybe I will take her to that new French restaurant down the street	joy
8030	1104	12	> Ross: `No Joey ! Look why do not , why do not we just let her decide ? Okay ? Hey ... hey , we will each go out with her one more time . And ... and we＊ll see who she likes best .` > Joey: `That sounds fair .` > Ross: `Maybe I will take her to that new French restaurant down the street` > Joey: `Ah yeah ... wait a second now !`	Ah yeah ... wait a second now !	anger
8031	1104	13	> Joey: `That sounds fair .` > Ross: `Maybe I will take her to that new French restaurant down the street` > Joey: `Ah yeah ... wait a second now !` > Joey: `Look we are gonna have to set a spending limit on the date .`	Look we are gonna have to set a spending limit on the date .	neutral
8032	1104	14	> Ross: `Maybe I will take her to that new French restaurant down the street` > Joey: `Ah yeah ... wait a second now !` > Joey: `Look we are gonna have to set a spending limit on the date .` > Joey: `I do not have the money to take her to a fancy place like that .`	I do not have the money to take her to a fancy place like that .	anger
8033	1104	15	> Joey: `Ah yeah ... wait a second now !` > Joey: `Look we are gonna have to set a spending limit on the date .` > Joey: `I do not have the money to take her to a fancy place like that .` > Ross: `Well sorry , that is what I do on dates .`	Well sorry , that is what I do on dates .	neutral
8034	1104	16	> Joey: `Look we are gonna have to set a spending limit on the date .` > Joey: `I do not have the money to take her to a fancy place like that .` > Ross: `Well sorry , that is what I do on dates .` > Joey: `All right , well I guess I will just have to do what I do on dates .`	All right , well I guess I will just have to do what I do on dates .	neutral
8035	1104	17	> Joey: `I do not have the money to take her to a fancy place like that .` > Ross: `Well sorry , that is what I do on dates .` > Joey: `All right , well I guess I will just have to do what I do on dates .` > Ross: `So let decide on the spending limit`	So let decide on the spending limit	neutral
8036	1104	18	> Ross: `Well sorry , that is what I do on dates .` > Joey: `All right , well I guess I will just have to do what I do on dates .` > Ross: `So let decide on the spending limit` > Joey: `Yeah . Uh , ... a slice ... six dollars ?`	Yeah . Uh , ... a slice ... six dollars ?	neutral
8037	1104	19	> Joey: `All right , well I guess I will just have to do what I do on dates .` > Ross: `So let decide on the spending limit` > Joey: `Yeah . Uh , ... a slice ... six dollars ?` > Ross: `I was thinking more like a hundred .`	I was thinking more like a hundred .	neutral
8038	1104	20	> Ross: `So let decide on the spending limit` > Joey: `Yeah . Uh , ... a slice ... six dollars ?` > Ross: `I was thinking more like a hundred .` > Joey: `Okay . Can I borrow 94 dollars ?`	Okay . Can I borrow 94 dollars ?	neutral
8039	1105	1	> Joey: `You spent a hundred dollars . That is the limit . You are screwed !`	You spent a hundred dollars . That is the limit . You are screwed !	joy
8040	1105	2	> Joey: `You spent a hundred dollars . That is the limit . You are screwed !` > Ross: `Uh actually , I sent the flowers before the actual date . So technically , technically I didn＊t break any rules .`	Uh actually , I sent the flowers before the actual date . So technically , technically I didn＊t break any rules .	neutral
8041	1105	3	> Joey: `You spent a hundred dollars . That is the limit . You are screwed !` > Ross: `Uh actually , I sent the flowers before the actual date . So technically , technically I didn＊t break any rules .` > Joey: `Oh ... oh ! So that is the way it is gonna be huh ? Yeah I can break the rules too you know !`	Oh ... oh ! So that is the way it is gonna be huh ? Yeah I can break the rules too you know !	anger
8042	1105	4	> Joey: `You spent a hundred dollars . That is the limit . You are screwed !` > Ross: `Uh actually , I sent the flowers before the actual date . So technically , technically I didn＊t break any rules .` > Joey: `Oh ... oh ! So that is the way it is gonna be huh ? Yeah I can break the rules too you know !` > Ross: `Oh yeah ? What are you gonna do ?`	Oh yeah ? What are you gonna do ?	neutral
8043	1105	5	> Ross: `Uh actually , I sent the flowers before the actual date . So technically , technically I didn＊t break any rules .` > Joey: `Oh ... oh ! So that is the way it is gonna be huh ? Yeah I can break the rules too you know !` > Ross: `Oh yeah ? What are you gonna do ?` > Joey: `I do not know .`	I do not know .	anger
8044	1105	6	> Joey: `Oh ... oh ! So that is the way it is gonna be huh ? Yeah I can break the rules too you know !` > Ross: `Oh yeah ? What are you gonna do ?` > Joey: `I do not know .` > Ross: `Why am I not surprised ?`	Why am I not surprised ?	neutral
